authorID,groupID,author_name,author_order,address,university,department,postal_code,city,state,country,RP_address,RI,OI,UT,refID,PT,PY,PU
16282,16282,"Kyabulima, Solomon",4,"Banded Mongoose Res Project, Queen Elizabeth Natl Pk, Mweya, Uganda.",banded mongoose res project,queen elizabeth natl pk,NA,mweya,NA,uganda,NA,NA,NA,WOS:000798541700007,5837,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16283,20973,"Manser, Marta",2,"Univ Zurich, Dept Evolutionary Biol & Environm Studies, Anim Behav, Zurich, Switzerland.",univ zurich,dept evolutionary biol & environm studies,NA,zurich,NA,switzerland,NA,NA,NA,WOS:000798541700007,5837,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16284,321,"Radford, Andrew N.",5,"Univ Bristol, Sch Biol Sci, Bristol, England.",univ bristol,sch biol sci,NA,bristol,NA,england,NA,NA,0000-0001-5470-3463,WOS:000798541700007,5837,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16285,16285,"Watson, Stuart K.",3,"Univ Zurich, Dept Evolutionary Biol & Environm Studies, Anim Behav, Zurich, Switzerland.",univ zurich,dept evolutionary biol & environm studies,NA,zurich,NA,switzerland,NA,K-6887-2018,0000-0003-1150-6288,WOS:000798541700007,5837,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16286,16286,"Fitschen-Brown, Meredith",1,"Ohio Univ, Dept Biol Sci, Athens, OH 45701 USA.",ohio univ,dept biol sci,45701,athens,oh,usa,NA,NA,NA,WOS:000798541700006,5838,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16287,16287,"Hamlin, Heather",3,"Univ Maine, Aquaculture Res Inst, Orono, ME USA.",univ maine,aquaculture res inst,NA,orono,me,usa,NA,K-6235-2019,NA,WOS:000798541700006,5838,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16288,3557,"Morris, MR",4,"Ohio Univ, Dept Biol Sci, Athens, OH 45701 USA.",ohio univ,dept biol sci,45701,athens,oh,usa,NA,NA,NA,WOS:000798541700006,5838,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16289,13357,"Tudor, M. Scarlett",2,"Univ Maine, Aquaculture Res Inst, Orono, ME USA.",univ maine,aquaculture res inst,NA,orono,me,usa,NA,NA,NA,WOS:000798541700006,5838,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16290,1355,"Briffa, Mark",2,"Univ Plymouth, Sch Biol & Marine Sci, Anim Behav Res Grp, Plymouth, Devon, England.",univ plymouth,sch biol & marine sci,NA,plymouth,NA,england,NA,M-9041-2013,0000-0003-2520-0538,WOS:000798541000018,5839,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16291,3042,"Lane, S. M.",1,"Univ Plymouth, Sch Biol & Marine Sci, Anim Behav Res Grp, Plymouth, Devon, England.",univ plymouth,sch biol & marine sci,NA,plymouth,NA,england,NA,O-3153-2017,0000-0002-3797-3178,WOS:000798541000018,5839,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16292,7245,"Bonte, D",2,"Univ Ghent, Dept Biol, Terr Ecol Unit, Ghent, Belgium.",univ ghent,dept biol,NA,ghent,NA,belgium,NA,AAH-3913-2021,0000-0002-3320-7505,WOS:000726787300009,5840,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16293,16293,"Entling, Martin H.",3,"Univ Koblenz Landau, Inst Environm Sci, Dept Ecosyst Anal, iES Landau, Landau, Germany.",univ koblenz landau,inst environm sci,NA,landau,NA,germany,NA,C-6953-2008,0000-0002-3947-6407,WOS:000726787300009,5840,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16294,16294,"Narimanov, Nijat",1,"Univ Koblenz Landau, Inst Environm Sci, Dept Ecosyst Anal, iES Landau, Landau, Germany.",univ koblenz landau,inst environm sci,NA,landau,NA,germany,NA,ABF-1079-2020,0000-0003-1321-3243,WOS:000726787300009,5840,J,2022,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16295,2926,"Cadena, Carlos Daniel",2,"Univ Los Andes, Dept Ciencias Biol, Lab Biol Evolut Vertebrados, Bogota, Colombia.",univ los andes,dept ciencias biol,NA,bogota,NA,colombia,NA,G-1313-2010,0000-0003-4530-2478,WOS:000707744600009,5841,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16296,16296,"Alejandra Meneses-Giorgi, Maria",1,"Univ Los Andes, Dept Ciencias Biol, Lab Biol Evolut Vertebrados, Bogota, Colombia.",univ los andes,dept ciencias biol,NA,bogota,NA,colombia,NA,NA,NA,WOS:000707744600009,5841,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16297,16297,"Blendinger, Pedro G.",5,"Univ Nacl Tucuman, Inst Ecol Reg, San Miguel De Tucuman, Argentina.",univ nacl tucuman,inst ecol reg,NA,san miguel de tucuman,NA,argentina,NA,NA,0000-0002-2130-9934,WOS:000655320000010,5842,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16298,16298,"Augusto Bruzzone, Octavio",2,"INTA, Inst Invest Forestales & Agr Bariloche, San Carlos De Bariloche, Rio Negro, Argentina.",inta,inst invest forestales & agr bariloche,NA,rio negro,NA,argentina,NA,NA,NA,WOS:000655320000010,5842,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16299,16299,"Ines Isla, Maria",4,"Consejo Nacl Invest Cient & Tecn, San Miguel De Tucuman, Argentina.",consejo nacl invest cient & tecn,NA,NA,san miguel de tucuman,NA,argentina,NA,NA,NA,WOS:000655320000010,5842,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16300,16300,"Nicolas Rojas, Tobias",1,"Univ Nacl Tucuman, Inst Ecol Reg, San Miguel De Tucuman, Argentina.",univ nacl tucuman,inst ecol reg,NA,san miguel de tucuman,NA,argentina,NA,LBH-6622-2024,NA,WOS:000655320000010,5842,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16301,16301,"Catiana Zampini, Iris",3,"Consejo Nacl Invest Cient & Tecn, San Miguel De Tucuman, Argentina.",consejo nacl invest cient & tecn,NA,NA,san miguel de tucuman,NA,argentina,NA,NA,0000-0001-7941-1678,WOS:000655320000010,5842,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16302,39915,"Deng, Wenhong",5,"Beijing Normal Univ, Coll Life Sci, Minist Educ, Key Lab Biodivers Sci & Ecol Engn, Beijing, Peoples R China.",beijing normal univ,coll life sci,NA,beijing,beijing,china,NA,NA,NA,WOS:000645681000017,5843,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16303,39918,"Li, Jianqiang",4,"Beijing Forestry Univ, Sch Ecol & Nat Conservat, Beijing, Peoples R China.",beijing forestry univ,sch ecol & nat conservat,NA,beijing,beijing,china,NA,NA,NA,WOS:000645681000017,5843,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16304,1254,"Moller, Anders Pape",2,"Beijing Normal Univ, Coll Life Sci, Minist Educ, Key Lab Biodivers Sci & Ecol Engn, Beijing, Peoples R China.",beijing normal univ,coll life sci,NA,beijing,beijing,china,NA,O-6665-2016,NA,WOS:000645681000017,5843,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16305,47525,"Yan, Denghui",3,"Beijing Normal Univ, Coll Life Sci, Minist Educ, Key Lab Biodivers Sci & Ecol Engn, Beijing, Peoples R China.",beijing normal univ,coll life sci,NA,beijing,beijing,china,NA,NA,NA,WOS:000645681000017,5843,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16306,25368,"Zhang, Jinggang",1,"Beijing Normal Univ, Coll Life Sci, Minist Educ, Key Lab Biodivers Sci & Ecol Engn, Beijing, Peoples R China.",beijing normal univ,coll life sci,NA,beijing,beijing,china,NA,NA,NA,WOS:000645681000017,5843,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16307,1295,"Gardner, Michael G.",5,"Flinders Univ S Australia, Coll Sci & Engn, Adelaide, SA, Australia.",flinders univ s australia,coll sci & engn,NA,adelaide,NA,australia,NA,A-8280-2011,0000-0002-8629-354X,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16308,1296,"Godfrey, Stephanie S.",6,"Univ Otago, Dept Zool, Dunedin, New Zealand.",univ otago,dept zool,NA,dunedin,NA,new zealand,NA,F-5227-2012,0000-0003-1014-4684,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16309,11659,"Leu, Stephan T.",4,"Univ Adelaide, Sch Anim & Vet Sci, Roseworthy, Australia.",univ adelaide,sch anim & vet sci,NA,roseworthy,NA,australia,NA,NA,0000-0003-2547-5056,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16310,16310,"Payne, E.",1,"Univ Calif Davis, Dept Environm Sci & Policy, Davis, CA 95616 USA.",univ calif davis,dept environm sci & policy,95616,davis,ca,usa,NA,NA,0000-0002-0730-0837,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16311,636,"Sih, A",8,"Univ Calif Davis, Dept Environm Sci & Policy, Davis, CA 95616 USA.",univ calif davis,dept environm sci & policy,95616,davis,ca,usa,NA,P-7985-2015,0000-0001-6161-1663,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16312,23225,"Sinn, D. L.",2,"Univ Calif Davis, Dept Environm Sci & Policy, Davis, CA 95616 USA.",univ calif davis,dept environm sci & policy,95616,davis,ca,usa,NA,NA,NA,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16313,6512,"Spiegel, Orr",3,"Tel Aviv Univ, Fac Life Sci, Sch Zool, Tel Aviv, Israel.",tel aviv univ,fac life sci,NA,tel aviv,NA,israel,NA,D-4035-2011,0000-0001-8941-3175,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16314,16314,"Wohlfeil, C.",7,"Flinders Univ S Australia, Coll Sci & Engn, Adelaide, SA, Australia.",flinders univ s australia,coll sci & engn,NA,adelaide,NA,australia,NA,NA,NA,WOS:000636680100025,5844,J,2021,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16315,16315,"Fang, Wei-Hsuan",1,"Taichung Wildlife Conservat Grp, 1086,Guangxing Rd, Taichung 411, Taiwan.",taichung wildlife conservat grp,1086,411,taichung,NA,taiwan,NA,NA,NA,WOS:000598905300021,5845,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16316,16316,"Hsu, Yu-Hsun",2,"Natl Cheng Kung Univ, Dept Life Sci, Tainan, Taiwan.",natl cheng kung univ,dept life sci,NA,tainan,NA,taiwan,NA,M-3274-2014,0000-0002-0233-5045,WOS:000598905300021,5845,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16317,16317,"Lin, Wen-Loung",3,"Taichung Wildlife Conservat Grp, 1086,Guangxing Rd, Taichung 411, Taiwan.",taichung wildlife conservat grp,1086,411,taichung,NA,taiwan,NA,NA,NA,WOS:000598905300021,5845,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16318,16318,"Yen, Shih-Ching",4,"Natl Tsing Hua Univ, Ctr Gen Educ, 101,Sect 2,Kuang Fu Rd, Hsinchu 300, Taiwan.",natl tsing hua univ,ctr gen educ,300,hsinchu,NA,taiwan,NA,NA,0000-0003-2219-1285,WOS:000598905300021,5845,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16319,1273,"Ota, Kazutaka",1,"Osaka City Univ, Dept Biol & Geosci, Osaka 5588585, Japan.",osaka city univ,dept biol & geosci,5588585,osaka,osaka,japan,NA,NA,0000-0002-7097-7330,WOS:000566536800024,5846,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16320,16320,"Angilletta, Michael J., Jr.",2,"Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA.",arizona state univ,sch life sci,85287,tempe,az,usa,NA,NA,NA,WOS:000555887500016,5847,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16321,16321,"Graham, Zackary A.",1,"Arizona State Univ, Sch Life Sci, Tempe, AZ 85287 USA.",arizona state univ,sch life sci,85287,tempe,az,usa,NA,NA,0000-0002-6132-2885,WOS:000555887500016,5847,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16322,4351,"Logue, David M.",2,"Univ Lethbridge, Evolut & Behav Res Grp, Dept Psychol, Lethbridge, AB, Canada.",univ lethbridge,evolut & behav res grp,NA,lethbridge,NA,canada,NA,AAM-6781-2021,NA,WOS:000555887500025,5848,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16323,16323,"Martinez, Tanya M.",1,"Puerto Rico Dept Nat & Environm Resources, Terr Ecol Div, San Juan, PR USA.",puerto rico dept nat & environm resources,terr ecol div,NA,san juan,pr,usa,NA,NA,NA,WOS:000555887500025,5848,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16324,16324,"Camacho-Alpizar, Andres",1,"Univ Alberta, Dept Psychol, Edmonton, AB T6G 2R3, Canada.",univ alberta,dept psychol,t6g2r3,edmonton,NA,canada,NA,HNS-5231-2023,0000-0001-8896-3319,WOS:000565604900002,5849,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16325,653,"Griffin, AS",2,"Univ Newcastle, Dept Psychol, Ourimba, NSW, Australia.",univ newcastle,dept psychol,NA,ourimba,NA,australia,NA,GWM-8557-2022,0000-0003-4624-9904,WOS:000565604900002,5849,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16326,11673,"Guillette, Lauren M.",3,"Univ Alberta, Dept Psychol, Edmonton, AB T6G 2R3, Canada.",univ alberta,dept psychol,t6g2r3,edmonton,NA,canada,NA,K-8154-2013,0000-0002-8777-6543,WOS:000565604900002,5849,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16327,15297,"De Petrillo, Francesca",1,"Inst Adv Study Toulouse, 1 Esplanade Univ, F-31080 Toulouse 06, France.",inst adv study toulouse,1 esplanade univ,31080  06,toulouse,NA,france,NA,NA,0000-0002-1289-2881,WOS:000539211900021,5850,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16328,3106,"Rosati, Alexandra G.",2,"Univ Michigan, Dept Psychol, Ann Arbor, MI USA.",univ michigan,dept psychol,NA,ann arbor,mi,usa,NA,NA,0000-0002-6906-7807,WOS:000539211900021,5850,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16329,203,"Holekamp, Kay E.",2,"Michigan State Univ, Dept Integrat Biol, E Lansing, MI 48824 USA.",michigan state univ,dept integrat biol,48824,e lansing,mi,usa,NA,G-6054-2010,NA,WOS:000512386000016,5851,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16330,16330,"Johnson-Ulrich, Lily",1,"Michigan State Univ, Dept Integrat Biol, E Lansing, MI 48824 USA.",michigan state univ,dept integrat biol,48824,e lansing,mi,usa,NA,ABC-1802-2020,0000-0001-5604-5935,WOS:000512386000016,5851,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16331,16331,[Anonymous],1,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,NA,NA,WOS:000504421500001,5852,J,2020,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16332,16332,"Wells, Katrina J.",2,"Univ Exeter, Ctr Ecol & Conservat, Penryn Campus, Penryn, England.",univ exeter,ctr ecol & conservat,NA,NA,NA,england,NA,NA,NA,WOS:000504419700005,5853,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16333,16333,"York, Jenny E.",1,"Univ Exeter, Ctr Ecol & Conservat, Penryn Campus, Penryn, England.",univ exeter,ctr ecol & conservat,NA,NA,NA,england,NA,NA,NA,WOS:000504419700005,5853,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16334,4325,"Young, Andrew J.",3,"Univ Exeter, Ctr Ecol & Conservat, Penryn Campus, Penryn, England.",univ exeter,ctr ecol & conservat,NA,NA,NA,england,NA,NA,NA,WOS:000504419700005,5853,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16335,16335,"Bortolato, Tatiana",1,"Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Ecol Genet & Evolut, Pabellon 2 Ciudad Univ,C1428EGA, Buenos Aires, DF, Argentina.",univ buenos aires,fac ciencias exactas & nat,NA,buenos aires,NA,argentina,NA,NA,NA,WOS:000493780600021,5854,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16336,7047,"Fiorini, Vanina D.",4,"Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Ecol Genet & Evolut, Pabellon 2 Ciudad Univ,C1428EGA, Buenos Aires, DF, Argentina.",univ buenos aires,fac ciencias exactas & nat,NA,buenos aires,NA,argentina,NA,JPL-6771-2023,NA,WOS:000493780600021,5854,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16337,10653,"Gloag, Ros",2,"Univ Sydney, Sch Life & Environm Sci, Sydney, NSW, Australia.",univ sydney,sch life & environm sci,NA,sydney,NA,australia,NA,I-9418-2019,NA,WOS:000493780600021,5854,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16338,63177,"Reboreda, JC",3,"Univ Buenos Aires, Fac Ciencias Exactas & Nat, Dept Ecol Genet & Evolut, Pabellon 2 Ciudad Univ,C1428EGA, Buenos Aires, DF, Argentina.",univ buenos aires,fac ciencias exactas & nat,NA,buenos aires,NA,argentina,NA,E-5548-2012,NA,WOS:000493780600021,5854,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16339,25822,"Brand, Rachel",2,"Newcastle Univ, Med Fac, Sch Clin Med Sci, Newcastle, England.",newcastle univ,med fac,NA,NA,NA,england,NA,NA,NA,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16340,3268,"Carter, Alecia J.",3,"Univ Montpellier, ISEM, CNRS, IRD,EPHE, Montpellier, France.",univ montpellier,isem,NA,montpellier,NA,france,NA,NA,0000-0001-5550-9312,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16341,15466,"Carter, Kerryn D.",5,"Univ Queensland, Sch Biol Sci, Brisbane, Qld, Australia.",univ queensland,sch biol sci,NA,brisbane,NA,australia,NA,C-5538-2012,0000-0002-1623-5600,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16342,21170,"Castles, Madelaine P.",1,"Univ Queensland, Sch Biol Sci, Brisbane, Qld, Australia.",univ queensland,sch biol sci,NA,brisbane,NA,australia,NA,NA,NA,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16343,2369,"Goldizen, Anne W.",6,"Univ Queensland, Sch Biol Sci, Brisbane, Qld, Australia.",univ queensland,sch biol sci,NA,brisbane,NA,australia,NA,G-7366-2012,NA,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16344,16344,"Maron, Martine",4,"Univ Queensland, Sch Earth & Environm Sci, Brisbane, Qld, Australia.",univ queensland,sch earth & environm sci,NA,brisbane,NA,australia,NA,D-9699-2011,0000-0002-5563-5789,WOS:000493780600003,5855,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16345,8153,"Keasar, T",2,"Univ Haifa, Dept Biol & Environm, IL-36006 Tivon, Israel.",univ haifa,dept biol & environm,36006,tivon,NA,israel,NA,NA,NA,WOS:000483362800012,5856,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16346,16346,"Krishna, Shivani",1,"Univ Haifa, Dept Biol & Environm, IL-36006 Tivon, Israel.",univ haifa,dept biol & environm,36006,tivon,NA,israel,NA,NA,NA,WOS:000483362800012,5856,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16347,16347,"Duepjan, Sandra",2,"Leibniz Inst Farm Anim Biol FBN, Inst Behav Physiol, Wilhelm Stahl Allee 2, D-18196 Dummerstorf, Germany.",leibniz inst farm anim biol fbn,inst behav physiol,18196,dummerstorf,NA,germany,NA,AAW-8236-2021,NA,WOS:000478986500021,5857,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16348,16348,"Goursot, Charlotte",1,"Leibniz Inst Farm Anim Biol FBN, Inst Behav Physiol, Wilhelm Stahl Allee 2, D-18196 Dummerstorf, Germany.",leibniz inst farm anim biol fbn,inst behav physiol,18196,dummerstorf,NA,germany,NA,ABB-5323-2021,0000-0003-2885-2988,WOS:000478986500021,5857,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16349,16349,"Leliveld, Lisette M. C.",5,"Leibniz Inst Farm Anim Biol FBN, Inst Behav Physiol, Wilhelm Stahl Allee 2, D-18196 Dummerstorf, Germany.",leibniz inst farm anim biol fbn,inst behav physiol,18196,dummerstorf,NA,germany,NA,NA,0000-0002-1299-0748,WOS:000478986500021,5857,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16350,16350,"Puppe, Birger",4,"Leibniz Inst Farm Anim Biol FBN, Inst Behav Physiol, Wilhelm Stahl Allee 2, D-18196 Dummerstorf, Germany.",leibniz inst farm anim biol fbn,inst behav physiol,18196,dummerstorf,NA,germany,NA,NA,0000-0002-5513-7907,WOS:000478986500021,5857,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16351,16351,"Tuchscherer, Armin",3,"Leibniz Inst Farm Anim Biol FBN, Inst Genet & Biometry, Dummerstorf, Germany.",leibniz inst farm anim biol fbn,inst genet & biometry,NA,dummerstorf,NA,germany,NA,NA,NA,WOS:000478986500021,5857,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16352,16352,"Byrne, RW",3,"Univ St Andrews, Ctr Social Learning & Cognit Evolut, Sch Psychol & Neurosci, St Andrews, Fife, Scotland.",univ st andrews,ctr social learning & cognit evolut,NA,saint andrews,NA,scotland,NA,NA,0000-0001-9862-9373,WOS:000478986500011,5858,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16353,31,"Noble, Daniel W. A.",2,"Univ New South Wales, Ecol & Evolut Res Ctr, Sch Biol Earth & Environm Sci, Sydney, NSW, Australia.",univ new south wales,ecol & evolut res ctr,NA,sydney,NA,australia,NA,H-6214-2013,0000-0001-9460-8743,WOS:000478986500011,5858,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16354,16354,"Szabo, Birgit",1,"Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia.",macquarie univ,dept biol sci,2109,sydney,NA,australia,NA,H-7057-2019,0000-0002-3226-8621,WOS:000478986500011,5858,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16355,16355,"Tait, David S.",4,"Univ St Andrews, Sch Psychol & Neurosci, St Andrews, Fife, Scotland.",univ st andrews,sch psychol & neurosci,NA,saint andrews,NA,scotland,NA,H-3214-2018,0000-0001-5310-7731,WOS:000478986500011,5858,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16356,13452,"Whiting, Martin J.",5,"Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia.",macquarie univ,dept biol sci,2109,sydney,NA,australia,NA,E-2999-2010,0000-0002-4662-0227,WOS:000478986500011,5858,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16357,4401,"Garnier, Simon",2,"New Jersey Inst Technol, Dept Biol Sci, Newark, NJ 07102 USA.",new jersey inst technol,dept biol sci,07102,newark,nj,usa,NA,N-3814-2019,0000-0002-3886-3974,WOS:000463590000009,5859,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16358,4402,"Latty, Tanya",3,"Univ Sydney, Fac Agr & Environm, Sch Life & Environm Sci, Sydney, NSW 2006, Australia.",univ sydney,fac agr & environm,2006,sydney,NA,australia,NA,NA,0000-0002-7469-8590,WOS:000463590000009,5859,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16359,16359,"Middleton, Eliza J. T.",1,"Univ Sydney, Fac Agr & Environm, Sch Life & Environm Sci, Sydney, NSW 2006, Australia.",univ sydney,fac agr & environm,2006,sydney,NA,australia,NA,NA,0000-0003-2500-3016,WOS:000463590000009,5859,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16360,4403,"Reid, Chris R.",4,"Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109, Australia.",macquarie univ,dept biol sci,2109,sydney,NA,australia,NA,AAH-2965-2019,0000-0002-8671-4463,WOS:000463590000009,5859,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16361,4620,"Marzluff, John M.",2,"Univ Washington, Sch Environm & Forest Sci, Box 352100, Seattle, WA 98195 USA.",univ washington,sch environm & forest sci,98195,seattle,wa,usa,NA,NA,NA,WOS:000463590000004,5860,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16362,16362,"Pendergraft, LomaJohn T.",1,"Univ Washington, Sch Environm & Forest Sci, Box 352100, Seattle, WA 98195 USA.",univ washington,sch environm & forest sci,98195,seattle,wa,usa,NA,NA,0000-0002-9311-1775,WOS:000463590000004,5860,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16363,16363,"Easton, Luke John",3,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,NA,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16364,10672,"Jamieson, Ian G.",4,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,E-1505-2011,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16365,16365,"Moore, Freya Lucy",2,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,NA,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16366,16366,"Muralidhar, Aishwarya",1,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,NA,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16367,16367,"SEDDON, PJ",5,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,G-8659-2011,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
16368,16368,"van Heezik, Yolanda",6,"Univ Otago, Dept Zool, POB 56, Dunedin 9054, New Zealand.",univ otago,dept zool,9054,dunedin,NA,new zealand,NA,NA,NA,WOS:000460566000013,5861,J,2019,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD
